Age,Money,Credit_level,Grade
31,25500000,3,3
24,5100000,8,2
74,972300000,2,4
59,770600000,6,3
37,5100000,1,3
21,5000000,4,3
52,14400000,5,1
66,26900000,3,2
56,25300000,2,2
45,804400000,6,3
33,24300000,4,2
56,17900000,6,1
38,23200000,1,3
41,33600000,4,2
78,13600000,4,1
62,4600000,3,2
54,25800000,1,3
67,955600000,2,4
67,593700000,8,3
31,30400000,4,2
26,13600000,2,3
61,8000000,2,2
45,849400000,1,5
75,35500000,6,1
45,39200000,1,3
67,631500000,7,3
76,43600000,1,3
39,810800000,1,5
49,34500000,3,2
72,305100000,1,3
40,32000000,4,2
68,963200000,6,3
68,44200000,8,1
26,18900000,3,3
52,29000000,1,3
58,845600000,4,3
60,8000000,7,1
79,38200000,2,2
63,20300000,7,1
43,13100000,2,2
69,13900000,3,2
78,14000000,8,1
57,730100000,2,3
20,22900000,8,3
77,2900000,2,2
22,48700000,3,3
70,23000000,3,2
27,211600000,5,3
57,18300000,2,2
23,702400000,8,4
36,3300000,8,2
43,938300000,3,4
79,48000000,1,3
26,790700000,6,4
74,49900000,7,1
73,3000000,5,1
75,2700000,6,1
65,8900000,5,1
24,32700000,4,3
44,815900000,8,3
27,18700000,4,3
51,45500000,3,2
23,46800000,4,3
68,44700000,2,2
30,25000000,7,2
46,31200000,6,2
70,31000000,8,1
70,17900000,5,1
42,9000000,6,2
73,486800000,2,3
80,41100000,2,2
59,577600000,6,3
55,36600000,3,2
78,96800000,7,1
51,13100000,6,1
59,24700000,4,2
57,7300000,4,2
48,33300000,4,2
44,24200000,2,2
54,49800000,1,3
33,534500000,3,3
23,35000000,1,4
54,112100000,7,2
48,41500000,1,3
67,1300000,4,1
76,28500000,6,1
35,48100000,6,2
51,48000000,4,2
26,10100000,4,3
49,10300000,4,2
55,11200000,4,2
51,37800000,2,2
41,44700000,4,2
27,300000,6,2
73,25700000,6,1
31,11800000,3,2
20,9900000,4,3
66,23400000,3,2
27,834100000,6,4
75,15400000,4,1
45,46600000,3,2
29,397400000,3,3
69,3800000,6,1
74,236600000,4,2
45,764500000,3,3
23,285300000,1,5
21,16000000,4,3
46,1600000,4,2
55,220200000,7,2
54,8500000,8,1
54,27600000,8,1
68,817200000,5,3
32,488300000,8,3
42,45400000,5,2
73,35900000,6,1
69,550900000,1,4
45,28900000,2,2
35,46800000,8,2
58,287200000,8,2
66,36600000,1,3
33,559200000,7,3
77,947900000,2,4
26,3500000,4,3
69,256000000,7,2
80,41900000,4,1
80,1900000,3,1
65,612500000,1,4
73,31300000,3,2
74,31300000,6,1
60,2700000,4,1
77,20100000,2,2
74,442100000,2,3
63,34300000,4,2
50,41900000,2,2
49,15100000,7,1
59,38900000,5,1
69,267600000,2,3
65,41400000,4,1
60,30200000,2,2
25,7900000,2,3
80,4900000,6,1
30,996100000,8,4
46,49600000,8,2
60,22200000,2,2
25,134400000,7,3
33,24100000,2,3
61,658800000,6,3
58,77400000,2,2
42,21600000,8,2
75,130400000,1,3
60,26200000,6,1
76,111000000,2,2
59,20600000,1,3
52,21700000,5,2
75,43800000,1,3
23,41900000,3,3
46,903100000,4,3
62,39000000,8,1
33,16500000,3,2
75,25300000,7,1
53,13300000,1,3
41,37300000,1,3
76,45400000,5,1
33,132100000,7,2
32,275700000,3,3
47,34900000,3,2
40,891100000,3,4
53,470800000,8,2
43,847200000,6,3
65,34200000,7,1
73,28600000,3,2
20,34300000,5,3
37,4300000,8,2
78,12900000,5,1
24,45800000,5,3
53,36400000,7,1
55,39700000,4,2
57,404100000,7,2
45,40900000,3,2
36,40000000,5,2
75,5900000,8,1
51,34800000,8,1
61,45500000,8,1
35,37600000,2,3
70,14000000,7,1
28,11200000,6,2
25,518200000,1,5
31,40000000,8,2
52,764200000,8,3
41,697300000,3,3
34,9000000,3,2
28,139900000,3,3
58,100000,4,1
48,125400000,6,2
23,23900000,1,4
65,30100000,3,2
77,6200000,4,1
45,21900000,1,3
70,25100000,1,3
77,46800000,3,2
20,794400000,7,4
43,956000000,5,4
20,26600000,7,3
30,6100000,1,4
36,11100000,6,2
43,9900000,6,2
30,11700000,1,4
37,37000000,2,3
60,9300000,2,2
71,8200000,5,1
33,313700000,2,3
70,32500000,7,1
58,3000000,3,2
35,103800000,6,2
49,17700000,4,2
63,43200000,1,3
58,34000000,3,2
70,746300000,8,3
44,39600000,5,2
28,35000000,5,2
36,35900000,6,2
76,24400000,8,1
76,10500000,2,2
50,1100000,7,1
44,948500000,2,4
26,13500000,7,2
56,24600000,5,1
61,33000000,4,2
40,34000000,2,3
70,462100000,8,2
40,44600000,8,2
44,26300000,3,2
69,633200000,2,3
72,13700000,8,1
52,396700000,3,3
44,47100000,1,3
69,111500000,4,2
34,12500000,6,2
69,25100000,3,2
48,926800000,5,3
23,49700000,4,3
54,43100000,7,1
63,33100000,6,1
58,695900000,1,5
64,36100000,3,2
52,13200000,5,1
56,18400000,5,1
62,29900000,2,2
74,19400000,2,2
33,25000000,3,2
25,184800000,8,3
27,9000000,8,2
31,34200000,3,3
49,11000000,8,1
23,15900000,2,3
64,40800000,8,1
62,1000000,1,3
64,13800000,8,1
22,3700000,5,3
55,43700000,7,1
76,18000000,7,1
57,604300000,8,3
59,126700000,1,3
23,241100000,3,3
22,45600000,4,3
51,87500000,5,2
55,29700000,8,1
75,31100000,2,2
46,35700000,2,2
38,18400000,6,2
33,402500000,3,3
57,33100000,2,2
25,97800000,8,3
53,3800000,8,1
43,17300000,5,2
34,10100000,3,2
46,19100000,1,3
29,654500000,2,4
22,528500000,8,3
33,18200000,5,2
79,27300000,7,1
50,20700000,5,2
36,31600000,4,2
54,413000000,5,2
68,2700000,7,1
77,24700000,2,2
40,596600000,5,3
73,41400000,4,1
65,36900000,8,1
61,40100000,4,2
55,49800000,1,3
36,38600000,3,2
76,46300000,7,1
35,222900000,1,4
79,418600000,4,2
45,33500000,7,2
41,850300000,4,3
55,18100000,1,3
44,669500000,4,3
39,16300000,1,3
35,47700000,8,2
78,838700000,5,3
23,35100000,7,3
67,876900000,6,3
21,721300000,4,4
64,188200000,1,3
75,680700000,2,3
21,24300000,6,3
52,10900000,4,2
37,45300000,6,2
33,27100000,6,2
30,80300000,8,2
22,39800000,6,3
50,4100000,4,2
50,46900000,2,2
37,25900000,5,2
24,17000000,6,3
29,16600000,6,2
22,27300000,2,3
32,9400000,4,2
32,36900000,1,4
69,249800000,2,3
56,30300000,8,1
67,47700000,4,1
60,25700000,8,1
39,605300000,8,3
43,768700000,4,3
48,7000000,7,1
30,85100000,1,4
39,42600000,2,3
56,18800000,2,2
30,643700000,8,3
69,472100000,8,2
25,44300000,4,3
48,25600000,2,2
23,514000000,3,4
47,19400000,1,3
68,5200000,1,3
34,100000,5,2
32,1200000,3,2
39,371400000,5,3
41,275400000,3,3
80,42900000,4,1
34,33500000,3,2
21,25300000,8,3
61,39300000,8,1
71,1000000,8,1
80,8900000,4,1
50,45900000,6,2
47,533100000,7,3
63,37300000,7,1
47,3200000,8,1
74,135900000,1,3
23,7700000,3,3
72,7200000,3,2
42,18400000,8,2
25,16400000,6,2
48,45400000,8,1
45,34900000,6,2
29,875700000,2,5
59,20700000,7,1
35,625200000,1,5
29,6900000,3,3
56,23400000,8,1
38,16700000,4,2
60,951500000,5,3
44,37400000,6,2
22,31700000,6,3
33,29300000,1,4
67,27100000,8,1
51,2500000,6,1
59,38800000,7,1
79,40400000,1,3
24,339000000,3,3
31,39500000,7,2
42,103000000,2,3
42,851000000,8,3
71,2000000,8,1
56,235900000,1,3
30,47000000,3,3
73,186100000,2,2
64,613600000,7,3
67,38700000,4,1
64,19900000,3,2
63,11100000,8,1
30,97500000,2,3
31,16300000,6,2
44,45700000,8,2
78,30200000,2,2
64,45100000,6,1
33,47000000,8,2
77,14300000,1,3
30,14300000,5,2
37,6800000,5,2
21,10500000,5,3
62,7100000,5,1
40,508200000,7,3
61,230300000,3,2
57,34500000,4,2
63,384300000,8,2
23,698300000,7,4
49,20900000,2,2
65,48200000,5,1
37,26600000,5,2
51,22500000,4,2
75,680200000,3,3
44,159400000,1,4
71,9800000,4,1
45,400000,6,2
22,848400000,6,4
69,30800000,3,2
69,4800000,5,1
61,16200000,5,1
48,157800000,2,3
37,548000000,6,3
21,20700000,2,3
50,595400000,2,3
33,4800000,6,2
78,45500000,2,2
76,44100000,1,3
77,29800000,6,1
68,31700000,4,1
52,27500000,6,1
24,25800000,2,3
28,23500000,6,2
33,3300000,3,2
37,29800000,8,2
77,45700000,7,1
67,41400000,4,1
28,700000,4,2
39,7000000,3,2
62,37100000,1,3
26,41200000,5,3
62,7600000,3,2
40,21200000,2,3
40,324900000,5,3
26,250000000,6,3
75,863500000,5,3
29,874100000,7,4
55,17800000,6,1
75,35700000,3,2
65,863500000,5,3
27,39200000,3,3
53,913600000,8,3
76,31400000,5,1
43,1500000,7,2
72,927800000,7,3
63,31800000,4,1
56,537400000,8,3
63,4400000,6,1
50,4400000,5,2
75,2700000,5,1
25,277000000,5,3
75,16800000,8,1
59,1300000,5,1
70,1700000,1,3
28,1000000,3,3
80,500400000,1,4
61,10300000,1,3
40,310100000,8,2
31,36100000,3,3
52,27400000,2,2
57,7800000,6,1
36,41700000,6,2
43,689800000,4,3
52,39000000,4,2
39,12800000,5,2
38,16400000,6,2
40,918500000,8,3
24,2300000,1,4
35,11800000,3,2
42,1400000,4,2
41,20600000,4,2
31,3400000,5,2
66,12400000,1,3
51,40400000,5,2
74,36100000,5,1
60,481700000,3,3
30,797500000,8,3
52,7500000,1,3
80,20300000,2,2
25,12100000,6,2
51,13500000,1,3
40,864500000,5,3
80,47400000,5,1
66,47500000,3,2
76,19500000,4,1
30,695700000,4,4
39,747500000,2,4
57,16100000,3,2
41,45400000,8,2
33,726300000,6,3
54,49200000,8,1
54,26300000,5,1
43,37100000,2,3
32,39700000,2,3
70,89800000,6,1
54,6600000,1,3
65,38700000,2,2
45,31300000,6,2
78,649900000,1,4
50,361400000,8,2
74,47400000,5,1
73,3700000,4,1
34,33300000,4,2
63,40200000,1,3
33,531100000,2,4
20,712800000,2,5
47,94000000,8,2
27,620600000,1,5
68,600100000,5,3
59,363200000,3,3
73,100000,8,1
75,14300000,1,3
34,259000000,2,3
46,37500000,8,1
64,46100000,5,1
68,42200000,2,2
48,35900000,1,3
67,11800000,3,2
46,20500000,4,2
58,241400000,3,2
78,6700000,7,1
46,150100000,3,2
28,41900000,1,4
58,430700000,5,2
57,22700000,3,2
69,14300000,2,2
76,47100000,8,1
79,45100000,3,2
32,10400000,5,2
42,46800000,8,2
20,49000000,8,3
36,877600000,5,4
24,39600000,7,3
59,49900000,1,3
54,24300000,4,2
26,16100000,7,2
74,41500000,4,1
43,36200000,8,2
62,547500000,2,3
32,33900000,3,2
27,31900000,5,2
66,186900000,8,2
21,16900000,7,3
29,2000000,7,2
24,34900000,2,3
28,24200000,3,3
53,10100000,6,1
65,32100000,8,1
72,36300000,4,1
65,700000,5,1
25,12900000,1,4
41,30700000,3,2
29,36400000,6,2
28,43800000,4,3
80,694200000,8,3
27,22500000,3,3
65,817100000,4,3
41,42000000,2,3
24,254600000,7,3
65,25300000,1,3
41,18200000,7,2
37,9700000,8,2
49,24300000,8,1
47,42400000,5,2
80,252800000,6,2
56,7400000,6,1
67,47100000,7,1
77,991500000,2,4
30,506200000,8,3
34,423900000,4,3
52,30200000,2,2
74,17300000,1,3
35,32700000,2,3
35,8800000,5,2
67,280100000,6,2
38,44800000,7,2
47,750200000,6,3
20,13400000,5,3
45,25300000,4,2
46,35900000,6,2
67,35100000,1,3
71,38800000,3,2
80,27500000,8,1
53,23200000,6,1
48,48500000,2,2
45,18200000,5,2
39,10000000,8,2
26,900000,8,2
25,8000000,5,3
65,14500000,2,2
73,42400000,2,2
30,11900000,4,2
39,14300000,6,2
51,10700000,6,1
44,2700000,8,1
45,30400000,6,2
31,39700000,6,2
62,5600000,4,1
32,7100000,1,4
49,271700000,2,3
72,26700000,2,2
23,608300000,6,4
59,40800000,6,1
29,1900000,6,2
59,2800000,2,2
64,46000000,8,1
53,45200000,8,1
71,470400000,1,4
73,800000,8,1
52,976400000,4,4
37,49200000,6,2
62,30900000,2,2
78,48100000,3,2
42,12200000,7,2
21,733900000,2,5
37,176800000,5,2
28,49000000,3,3
54,2300000,8,1
53,37000000,4,2
51,36200000,3,2
28,8800000,7,2
76,830300000,2,3
79,19100000,6,1
37,14400000,6,2
55,7200000,3,2
46,17000000,1,3
38,18500000,5,2
62,42100000,8,1
66,8600000,7,1
77,35500000,4,1
65,964300000,3,4
65,4700000,2,2
39,346400000,2,3
78,198400000,3,2
31,20700000,2,3
39,656700000,6,3
22,29600000,8,3
46,777700000,8,3
64,43400000,3,2
74,5800000,1,3
75,144100000,1,3
29,960400000,6,4
49,35000000,3,2
40,253900000,3,3
43,4300000,4,2
41,945900000,3,4
33,32200000,5,2
60,34400000,7,1
48,28800000,7,1
61,16700000,5,1
56,8800000,1,3
52,17700000,3,2
48,565200000,7,3
74,48200000,8,1
26,823800000,7,4
48,29100000,2,2
33,600600000,7,3
80,151800000,5,2
52,40100000,1,3
34,957600000,4,4
21,16800000,5,3
80,4200000,4,1
77,8900000,1,3
65,336200000,3,2
57,13600000,8,1
55,36700000,1,3
30,1700000,7,2
33,35900000,2,3
48,15300000,7,1
73,29300000,1,3
48,31700000,2,2
79,13600000,5,1
58,19200000,8,1
40,569400000,3,3
73,41100000,5,1
69,42600000,6,1
34,2500000,6,2
32,31300000,4,2
41,902500000,8,3
52,12900000,6,1
69,351800000,8,2
46,46700000,3,2
28,500000,1,4
38,6500000,8,2
37,7000000,3,2
56,33200000,6,1
35,29500000,3,2
71,22900000,6,1
26,280800000,1,5
34,21500000,1,4
50,1700000,7,1
30,588900000,6,3
32,23200000,3,2
70,49000000,3,2
34,31400000,5,2
39,3300000,8,2
72,17600000,3,2
51,23100000,6,1
77,32700000,5,1
49,37000000,6,2
24,44500000,3,3
42,6900000,2,2
49,26800000,2,2
74,489500000,1,4
66,34600000,1,3
74,39200000,5,1
57,44400000,6,1
35,29400000,4,2
33,11300000,4,2
22,23700000,2,3
28,2000000,2,3
80,6200000,8,1
55,39200000,8,1
80,46600000,7,1
73,9400000,4,1
72,569600000,8,2
39,34500000,3,2
31,838900000,4,4
50,45700000,8,1
29,414200000,4,3
33,103100000,6,2
60,17400000,8,1
79,11800000,8,1
21,128000000,3,3
72,8700000,2,2
62,4300000,8,1
63,42100000,4,2
64,39300000,5,1
51,12000000,3,2
23,34300000,3,3
31,94200000,7,2
70,42000000,7,1
73,42200000,7,1
40,8800000,3,2
69,40000000,1,3
30,28000000,2,3
72,46600000,1,3
41,47200000,7,2
51,41000000,1,3
70,44000000,6,1
63,47900000,1,3
22,38000000,8,3
30,5600000,4,2
53,273000000,4,2
42,10100000,8,2
54,44100000,8,1
71,36300000,2,2
40,21300000,7,2
71,38800000,5,1
74,367000000,8,2
40,38000000,8,2
64,866900000,8,3
35,34500000,2,3
68,37000000,4,1
67,40100000,1,3
21,3400000,5,3
30,27600000,7,2
80,19200000,4,1
75,21100000,2,2
38,681200000,6,3
23,39500000,7,3
22,40100000,4,3
34,904400000,1,5
35,25300000,1,3
31,30400000,4,2
74,647200000,5,3
47,13300000,3,2
59,45600000,2,2
69,16800000,1,3
79,29700000,8,1
39,46100000,1,3
35,3500000,6,2
44,18900000,2,2
80,25900000,7,1
31,247200000,5,3
76,300000,7,1
57,7700000,5,1
37,19800000,1,3
57,49500000,4,2
46,44400000,5,2
43,2300000,5,2
56,43700000,5,2
24,973500000,3,5
70,36500000,4,1
21,20200000,5,3
60,508700000,2,3
78,30000000,8,1
20,46300000,2,3
68,21800000,8,1
71,5500000,6,1
64,5200000,5,1
24,40200000,6,3
67,838500000,7,3
39,21500000,4,2
59,736500000,3,3
63,629800000,8,3
21,3600000,3,3
37,34000000,5,2
51,1600000,8,1
21,500000,6,3
50,43700000,3,2
65,42900000,3,2
63,49900000,3,2
74,27800000,3,2
66,105100000,3,2
64,15300000,8,1
22,516200000,8,3
54,72900000,5,2
22,27300000,8,3
23,19200000,7,3
68,18700000,8,1
51,21000000,4,2
37,39800000,5,2
44,430500000,7,3
23,384200000,5,3
71,15800000,7,1
29,49200000,2,3
46,10700000,7,1
49,19800000,3,2
47,932300000,4,4
73,697100000,4,3
40,11700000,4,2
68,38300000,5,1
55,31800000,8,1
42,900000,3,2
77,928200000,2,4
61,23900000,4,2
26,38300000,3,3
28,200000,3,3
32,546200000,5,3
27,43800000,5,2
78,7600000,1,3
71,39100000,2,2
45,36600000,2,2
45,5700000,7,1
66,45500000,8,1
32,49900000,4,2
32,10500000,6,2
53,440500000,3,3
70,44500000,8,1
23,47700000,6,3
47,20300000,1,3
26,35100000,5,3
68,20300000,7,1
54,45300000,2,2
62,13200000,7,1
79,4800000,5,1
56,23500000,3,2
79,19500000,3,2
80,1100000,5,1
53,270100000,8,2
22,7900000,4,3
69,18400000,3,2
39,13400000,7,2
32,28700000,5,2
36,46900000,4,2
65,28600000,4,1
62,19800000,7,1
71,20700000,5,1
36,6800000,6,2
79,543900000,1,4
28,8800000,6,2
33,4200000,4,2
23,20000000,3,3
38,38800000,7,2
68,39500000,4,1
43,46700000,6,2
68,13500000,5,1
53,331400000,3,3
56,23700000,4,2
60,3500000,1,3
54,6700000,4,2
61,44900000,5,1
79,49100000,3,2
22,615900000,7,4
60,6500000,3,2
25,27200000,5,3
47,37100000,2,2
29,32500000,5,2
25,14900000,6,2
66,49000000,8,1
52,20800000,7,1
33,579900000,5,3
60,42700000,7,1
36,30300000,3,2
57,25300000,6,1
26,692900000,7,4
24,363900000,2,4
30,36400000,5,2
75,11900000,1,3
72,20100000,3,2
47,456300000,1,4
57,18700000,7,1
58,4400000,7,1
48,338100000,5,2
24,28900000,3,3
33,33300000,2,3
61,3000000,4,1
64,36500000,7,1
24,31700000,5,3
52,52400000,1,3
53,674000000,5,3
35,36900000,7,2
40,33400000,1,3
44,49100000,8,2
33,6100000,7,2
74,629000000,7,3
56,26100000,5,1
62,7800000,3,2
23,29200000,8,3
48,775800000,4,3
66,39300000,2,2
40,15700000,1,3
63,15100000,2,2
67,35200000,8,1
40,310300000,3,3
23,32500000,3,3
70,30200000,3,2
50,22400000,8,1
63,28800000,6,1
57,21900000,4,2
70,38400000,8,1
29,33600000,8,2
66,29200000,5,1
33,10500000,7,2
77,2900000,3,1
46,404200000,8,2
66,28800000,1,3
31,47900000,8,2
64,38400000,7,1
59,33600000,1,3
33,43000000,3,2
32,37500000,4,2
21,502900000,2,4
28,47700000,8,2
74,11100000,1,3
32,34800000,7,2
54,28800000,7,1
20,45200000,7,3
33,200000,8,2
80,23700000,3,2
21,36800000,7,3
22,32000000,2,3
28,635100000,4,3
26,35400000,3,3
70,3300000,1,3
45,13200000,4,2
42,38200000,7,2
24,43400000,3,3
24,10400000,1,4
34,44100000,5,2
23,766800000,1,6
46,2900000,8,1
44,40900000,6,2
69,70700000,6,1
67,2300000,2,2
24,40800000,3,3
62,140100000,1,3
34,446200000,4,3
48,49600000,7,2
47,198400000,8,2
41,580800000,5,3
61,181900000,6,2
29,402000000,1,5
42,29200000,5,2
53,4400000,7,1
64,560900000,5,3
23,29600000,2,3
36,69900000,3,2
52,9400000,7,1
72,33100000,3,2
30,30300000,3,3
31,35900000,3,3
63,892500000,1,5
41,133800000,7,2
78,33000000,6,1
71,341800000,4,2
39,172500000,7,2
35,37000000,4,2
78,46800000,4,1
37,697400000,7,3
62,28500000,1,3
70,5500000,5,1
51,27600000,2,2
41,22700000,4,2
31,38900000,5,2
77,33700000,6,1
25,42000000,8,2
32,33100000,4,2
36,9700000,8,2
72,948400000,6,3
54,24800000,3,2
58,24500000,4,2
76,40700000,1,3
72,31600000,8,1
43,11800000,7,2
30,47400000,5,2
77,17000000,1,3
71,835800000,1,5
20,40400000,8,3
56,13000000,1,3
59,31600000,7,1
38,34700000,2,3
67,29300000,7,1
41,153500000,4,2
68,43800000,5,1
32,9200000,3,2
79,35700000,8,1
48,43200000,3,2
73,962000000,4,3
77,600000,7,1
49,48700000,1,3
70,4800000,6,1
64,160200000,4,2
39,282700000,6,2
35,39200000,7,2
64,35600000,6,1
43,24900000,5,2
21,544200000,2,4
73,11400000,3,2
36,10400000,3,2
28,27700000,8,2
50,38200000,2,2
55,39600000,5,2
73,33500000,6,1
47,292000000,1,4
52,1000000,2,2
62,104200000,4,2
43,3700000,8,1
32,246200000,2,3
67,37800000,5,1
68,459100000,8,2
27,10800000,7,2
58,5000000,5,1
23,144400000,4,3
22,672700000,5,4
54,63100000,2,2
76,977300000,2,4
58,13200000,7,1
40,669200000,6,3
79,20800000,8,1
20,13100000,1,5
78,8800000,8,1
40,17300000,6,2
38,9200000,5,2
56,3100000,6,1
52,10600000,6,1
61,539900000,7,3
60,645800000,6,3
60,27700000,4,2
57,21300000,4,2
35,38100000,5,2
80,120900000,1,3
77,20100000,5,1
38,400000,5,2
64,2200000,1,3
71,32000000,4,1
22,4000000,4,3
77,15200000,4,1
21,42700000,5,3
48,29000000,6,2
45,29000000,4,2
61,26200000,4,2
20,349200000,8,3
74,557600000,3,3
28,3500000,5,2
80,6200000,6,1
24,32900000,2,3
35,12700000,5,2
51,26400000,6,1
54,206500000,8,2
68,13900000,4,1
31,20400000,3,2
57,25600000,8,1
71,3800000,1,3
77,564200000,6,2
63,45900000,5,1
68,850900000,5,3
55,8000000,4,2
37,599800000,1,5
67,13400000,8,1
28,2200000,6,2
57,28000000,4,2
62,24900000,6,1
74,37500000,5,1
50,494100000,6,3
30,22600000,2,3
74,40600000,5,1
47,16100000,7,1
31,44500000,1,4
26,39000000,7,2
60,25300000,1,3
75,332100000,7,2
29,18500000,7,2
49,1200000,6,1
26,263200000,3,3
76,36200000,6,1
65,775300000,2,3
67,18000000,3,2
72,420300000,8,2
50,43400000,3,2
56,12400000,3,2
43,41900000,5,2
74,30400000,1,3
41,156700000,8,2
23,265300000,2,4
68,381800000,5,2
37,28500000,5,2
21,41400000,6,3
44,13700000,5,2
70,42000000,1,3
50,629300000,2,3
75,12500000,5,1
30,37300000,1,4
49,41600000,1,3
67,11700000,4,1
53,42800000,8,1
23,511400000,8,3
41,44000000,6,2
74,2000000,4,1
64,172600000,6,2
38,30800000,5,2
52,45400000,8,1
58,21400000,3,2
77,1300000,2,2
74,965900000,8,3
40,25200000,3,2
78,124100000,2,2
46,9900000,2,2
31,680300000,6,3
28,39800000,5,2
37,31200000,6,2
57,13600000,1,3
34,16800000,3,2
41,19000000,4,2
57,26700000,5,1
70,32700000,3,2
31,364400000,7,3
20,412200000,6,3
37,13100000,3,2
47,36400000,5,2
42,30900000,1,3
67,20200000,1,3
72,172700000,8,1
26,8100000,3,3
57,44000000,2,2
30,700000,3,3
76,879800000,6,3
43,10300000,4,2
41,4500000,4,2
27,31900000,4,3
50,23000000,1,3
25,38000000,3,3
67,12800000,5,1
30,45100000,7,2
52,830500000,8,3
58,32300000,2,2
43,42700000,5,2
36,470200000,1,5
78,39600000,7,1
59,4600000,3,2
34,1000000,7,2
53,35500000,8,1
51,7400000,5,1
61,48400000,2,2
40,824300000,2,4
30,37700000,5,2
56,428700000,3,3
33,22300000,8,2
54,9800000,6,1
58,16400000,8,1
38,5000000,3,2
73,706800000,2,3
42,37900000,6,2
57,40700000,3,2
21,42500000,5,3
56,30200000,4,2
73,11600000,2,2
24,15300000,6,3
45,712400000,2,4
54,887700000,2,4
67,13300000,2,2
62,11800000,6,1
42,980300000,5,4
47,34000000,1,3
49,892500000,5,3
71,29800000,8,1
47,16700000,8,1
54,39700000,1,3
21,33400000,7,3
57,49000000,1,3
23,9300000,5,3
63,25500000,8,1
73,7300000,7,1
79,500000,1,3
58,15400000,3,2
33,26500000,6,2
32,959000000,1,5
62,39300000,3,2
51,30400000,4,2
50,37900000,5,2
35,33000000,1,4
23,14300000,5,3
29,963100000,7,4
43,44600000,7,2
65,32000000,7,1
39,7300000,4,2
68,40000000,2,2
77,15000000,7,1
70,42100000,7,1
80,34000000,4,1
70,17400000,6,1
62,36800000,7,1
32,32600000,2,3
53,792200000,3,3
24,764400000,4,4
36,754000000,3,4
47,31700000,5,2
59,48200000,2,2
41,17300000,4,2
62,4200000,3,2
72,32500000,3,2
45,16800000,6,2
45,23100000,5,2
40,577700000,4,3
29,34200000,2,3
49,44500000,1,3
38,32200000,2,3
59,22800000,7,1
22,8500000,4,3
71,35200000,2,2
72,14800000,2,2
23,26000000,5,3
56,33600000,3,2
32,842500000,3,4
69,3200000,6,1
34,8500000,7,2
57,322100000,4,2
41,186100000,6,2
50,27100000,1,3
55,19800000,4,2
80,565600000,3,3
25,32200000,3,3
78,475500000,5,2
23,421700000,8,3
76,21800000,7,1
65,922900000,6,3
64,38000000,1,3
39,27800000,2,3
74,47400000,2,2
52,369900000,4,3
39,978600000,8,4
31,19500000,7,2
56,318800000,2,3
59,26300000,8,1
35,790200000,3,4
47,35900000,4,2
61,24800000,1,3
80,42100000,7,1
57,33600000,7,1
27,116600000,7,3
71,27600000,1,3
61,3600000,3,2
63,12900000,6,1
68,40600000,1,3
61,35000000,5,1
44,411000000,6,3
80,7000000,1,3
77,41900000,8,1
22,11800000,8,3
71,500000,4,1
24,11200000,4,3
70,12600000,8,1
22,42700000,8,3
28,191600000,1,4
48,81800000,5,2
51,39500000,1,3
27,618900000,7,3
48,1400000,8,1
40,49100000,3,2
69,16100000,3,2
27,494800000,2,4
20,26200000,7,3
54,25900000,1,3
70,42300000,6,1
57,19400000,4,2
75,10900000,5,1
66,29400000,6,1
55,24000000,3,2
50,687400000,3,3
56,36600000,5,1
71,31600000,4,1
33,1600000,5,2
73,263600000,8,2
25,10000000,3,3
30,10500000,8,2
46,13000000,6,2
76,28200000,4,1
60,5000000,4,1
55,5400000,6,1
48,28400000,6,2
21,775600000,6,4
71,318400000,7,2
66,47900000,6,1
33,15300000,3,2
29,45100000,6,2
53,810200000,4,3
64,33000000,6,1
35,41200000,2,3
27,460300000,8,3
79,176900000,6,1
43,23300000,2,2
31,46000000,5,2
36,14300000,7,2
43,8100000,3,2
37,18600000,7,2
69,46800000,1,3
49,23300000,4,2
53,2700000,1,3
29,116400000,4,3
34,219400000,4,3
80,3900000,6,1
33,36800000,5,2
38,35900000,8,2
78,59300000,7,1
70,31300000,3,2
35,42500000,6,2
77,12600000,6,1
71,29600000,7,1
24,8300000,8,2
27,14000000,6,2
36,906200000,1,5
68,29400000,5,1
60,23100000,2,2
66,19900000,7,1
43,30700000,6,2
33,32000000,1,4
20,28800000,4,3
67,9400000,8,1
27,629100000,4,4
49,539100000,2,3
31,40200000,7,2
31,47800000,6,2
35,7200000,3,2
27,787800000,5,4
49,11800000,7,1
48,37300000,6,2
26,970600000,2,5
42,4400000,1,3
65,15000000,5,1
53,24000000,7,1
45,421300000,5,3
36,996600000,1,5
31,4500000,3,2
70,44000000,7,1
78,47500000,1,3
77,48400000,4,1
72,11800000,7,1
56,309700000,2,3
47,21500000,2,2
35,24000000,7,2
30,267200000,4,3
42,22800000,7,2
28,33000000,4,2
22,6900000,4,3
29,470300000,6,3
49,18200000,4,2
20,30900000,1,5
20,41700000,2,3
59,29600000,6,1
62,8300000,3,2
77,16400000,4,1
29,974500000,7,4
69,228100000,8,2
77,17200000,7,1
47,6000000,8,1
31,43600000,4,2
24,23800000,1,4
42,46600000,7,2
51,36400000,4,2
26,755400000,1,5
68,12600000,1,3
24,24900000,5,3
42,30000000,7,2
41,389700000,2,3
67,656200000,8,3
69,42300000,2,2
77,20200000,2,2
47,8800000,8,1
23,43600000,4,3
23,3600000,8,2
79,12300000,3,1
68,15900000,3,2
21,44800000,5,3
46,9500000,1,3
28,243800000,5,3
43,15000000,8,2
53,36100000,5,2
